Record Date,Statement Fiscal Year,Restatement Flag,Agency Name,Gross Cost (in Billions),Earned Revenue (in Billions),Subtotal (in Billions),Change in Assumptions (in Billions),Net Cost (in Billions),Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2007-09-30,2006,Y,National Credit Union Administration,0.2,0.1,null,null,0.1,29,2007,4,2007,3,09,30
2007-09-30,2006,Y,General Services Administration,0.9,0.5,null,null,0.4,30,2007,4,2007,3,09,30
2007-09-30,2006,Y,Export-Import Bank of the United States,null,1.3,null,null,-1.3,31,2007,4,2007,3,09,30
2007-09-30,2006,Y,Pension Benefit Guaranty Corporation,-0.5,3.8,null,null,-4.3,32,2007,4,2007,3,09,30
2007-09-30,2006,Y,U.S. Postal Service,58.9,71.6,null,null,-12.7,33,2007,4,2007,3,09,30
2007-09-30,2006,Y,All other entities,27.0,-3.5,null,null,30.5,34,2007,4,2007,3,09,30
2007-09-30,2006,Y,Total,3127.7,226.4,null,null,2901.3,35,2007,4,2007,3,09,30
2006-09-30,2006,N,Department of Defense,658.0,24.1,null,null,633.9,1,2006,4,2006,3,09,30
2006-09-30,2006,N,Department of Health & Human Services,678.8,51.4,null,null,627.4,2,2006,4,2006,3,09,30
2006-09-30,2006,N,Social Security Administration,593.1,0.3,null,null,592.8,3,2006,4,2006,3,09,30
2006-09-30,2006,N,Interest on Treasury Securities held by the public,221.5,null,null,null,221.5,4,2006,4,2006,3,09,30
2006-09-30,2006,N,Department of Veterans Affairs,117.3,3.5,null,null,113.8,5,2006,4,2006,3,09,30
2006-09-30,2006,N,Department of Agriculture,109.0,11.4,null,null,97.6,6,2006,4,2006,3,09,30
2006-09-30,2006,N,Department of Education,97.3,4.7,null,null,92.6,7,2006,4,2006,3,09,30
2006-09-30,2006,N,Department of the Treasury,85.5,4.1,null,null,81.4,8,2006,4,2006,3,09,30
2006-09-30,2006,N,Department of Transportation,66.6,0.6,null,null,66.0,9,2006,4,2006,3,09,30
2006-09-30,2006,N,Department of Energy,70.9,5.1,null,null,65.8,10,2006,4,2006,3,09,30
2006-09-30,2006,N,Department of Homeland Security,63.4,6.8,null,null,56.6,11,2006,4,2006,3,09,30
2006-09-30,2006,N,Department of Labor,48.2,null,null,null,48.2,12,2006,4,2006,3,09,30
2006-09-30,2006,N,Department of Housing and Urban Development,43.0,1.0,null,null,42.0,13,2006,4,2006,3,09,30
2006-09-30,2006,N,Department of Justice,28.6,1.0,null,null,27.6,14,2006,4,2006,3,09,30
2006-09-30,2006,N,Office of Personnel Management,34.8,15.1,null,null,19.7,15,2006,4,2006,3,09,30
2006-09-30,2006,N,National Aeronautics and Space Administration,19.2,null,null,null,19.2,16,2006,4,2006,3,09,30
2006-09-30,2006,N,Department of the Interior,20.0,2.9,null,null,17.1,17,2006,4,2006,3,09,30
2006-09-30,2006,N,Department of State,16.0,2.2,null,null,13.8,18,2006,4,2006,3,09,30
2006-09-30,2006,N,Agency for International Development,10.5,0.1,null,null,10.4,19,2006,4,2006,3,09,30
2006-09-30,2006,N,Environmental Protection Agency,9.9,0.3,null,null,9.6,20,2006,4,2006,3,09,30
2006-09-30,2006,N,Department of Commerce,9.9,1.7,null,null,8.2,21,2006,4,2006,3,09,30
2006-09-30,2006,N,Federal Communications Commission,7.9,0.3,null,null,7.6,22,2006,4,2006,3,09,30
2006-09-30,2006,N,Railroad Retirement Board,12.1,5.0,null,null,7.1,23,2006,4,2006,3,09,30
2006-09-30,2006,N,National Science Foundation,5.7,null,null,null,5.7,24,2006,4,2006,3,09,30
2006-09-30,2006,N,Federal Deposit Insurance Corporation,1.8,0.1,null,null,1.7,25,2006,4,2006,3,09,30
2006-09-30,2006,N,Small Business Administration,1.7,0.3,null,null,1.4,26,2006,4,2006,3,09,30
2006-09-30,2006,N,U.S. Nuclear Regulatory Commission,1.0,0.6,null,null,0.4,27,2006,4,2006,3,09,30
2006-09-30,2006,N,General Services Administration,0.9,0.5,null,null,0.4,28,2006,4,2006,3,09,30
2006-09-30,2006,N,National Credit Union Administration,0.2,0.1,null,null,0.1,29,2006,4,2006,3,09,30
2006-09-30,2006,N,Tennessee Valley Authority,9.5,10.0,null,null,-0.5,30,2006,4,2006,3,09,30
2006-09-30,2006,N,Export-Import Bank of the United States,null,1.3,null,null,-1.3,31,2006,4,2006,3,09,30
2006-09-30,2006,N,Pension Benefit Guaranty Corporation,-0.5,3.8,null,null,-4.3,32,2006,4,2006,3,09,30
2006-09-30,2006,N,U.S. Postal Service,58.9,71.6,null,null,-12.7,33,2006,4,2006,3,09,30
2006-09-30,2006,N,All other entities,27.0,-3.5,null,null,30.5,34,2006,4,2006,3,09,30
2006-09-30,2006,N,Total,3127.7,226.4,null,null,2901.3,35,2006,4,2006,3,09,30
2006-09-30,2005,Y,Department of Defense,703.9,26.9,null,null,677.0,1,2006,4,2006,3,09,30
2006-09-30,2005,Y,Department of Health & Human Services,623.4,39.6,null,null,583.8,2,2006,4,2006,3,09,30
2006-09-30,2005,Y,Social Security Administration,572.1,-2.0,null,null,574.1,3,2006,4,2006,3,09,30
2006-09-30,2005,Y,Interest on Treasury Securities held by the public,181.2,null,null,null,181.2,4,2006,4,2006,3,09,30
2006-09-30,2005,Y,Department of Veterans Affairs,276.6,3.4,null,null,273.2,5,2006,4,2006,3,09,30
2006-09-30,2005,Y,Department of Agriculture,112.6,19.9,null,null,92.7,6,2006,4,2006,3,09,30
2006-09-30,2005,Y,Department of Education,75.6,4.7,null,null,70.9,7,2006,4,2006,3,09,30
2006-09-30,2005,Y,Department of the Treasury,82.3,3.1,null,null,79.2,8,2006,4,2006,3,09,30
2006-09-30,2005,Y,Department of Transportation,62.4,0.6,null,null,61.8,9,2006,4,2006,3,09,30
2006-09-30,2005,Y,Department of Energy,46.8,3.7,null,null,43.1,10,2006,4,2006,3,09,30
2006-09-30,2005,Y,Department of Homeland Security,74.6,6.7,null,null,67.9,11,2006,4,2006,3,09,30
2006-09-30,2005,Y,Department of Labor,50.0,null,null,null,50.0,12,2006,4,2006,3,09,30
2006-09-30,2005,Y,Department of Housing and Urban Development,43.6,1.3,null,null,42.3,13,2006,4,2006,3,09,30
2006-09-30,2005,Y,Department of Justice,27.3,0.8,null,null,26.5,14,2006,4,2006,3,09,30
2006-09-30,2005,Y,Office of Personnel Management,33.1,14.4,null,null,18.7,15,2006,4,2006,3,09,30
2006-09-30,2005,Y,National Aeronautics and Space Administration,16.5,0.1,null,null,16.4,16,2006,4,2006,3,09,30
2006-09-30,2005,Y,Department of the Interior,19.5,3.2,null,null,16.3,17,2006,4,2006,3,09,30
2006-09-30,2005,Y,Department of State,15.6,2.0,null,null,13.6,18,2006,4,2006,3,09,30
2006-09-30,2005,Y,Agency for International Development,13.0,0.2,null,null,12.8,19,2006,4,2006,3,09,30
2006-09-30,2005,Y,Environmental Protection Agency,9.3,0.4,null,null,8.9,20,2006,4,2006,3,09,30
2006-09-30,2005,Y,Department of Commerce,9.2,1.5,null,null,7.7,21,2006,4,2006,3,09,30
2006-09-30,2005,Y,Federal Communications Commission,7.2,0.6,null,null,6.6,22,2006,4,2006,3,09,30
2006-09-30,2005,Y,Railroad Retirement Board,9.5,null,null,null,9.5,23,2006,4,2006,3,09,30
2006-09-30,2005,Y,National Science Foundation,5.5,null,null,null,5.5,24,2006,4,2006,3,09,30
2006-09-30,2005,Y,Federal Deposit Insurance Corporation,1.4,0.2,null,null,1.2,25,2006,4,2006,3,09,30
2006-09-30,2005,Y,Small Business Administration,1.4,0.4,null,null,1.0,26,2006,4,2006,3,09,30
2006-09-30,2005,Y,U.S. Nuclear Regulatory Commission,0.9,0.5,null,null,0.4,27,2006,4,2006,3,09,30
2006-09-30,2005,Y,General Services Administration,0.2,0.4,null,null,-0.2,28,2006,4,2006,3,09,30
2006-09-30,2005,Y,National Credit Union Administration,0.1,0.2,null,null,-0.1,29,2006,4,2006,3,09,30
2006-09-30,2005,Y,Tennessee Valley Authority,8.6,8.7,null,null,-0.1,30,2006,4,2006,3,09,30
2006-09-30,2005,Y,Export-Import Bank of the United States,-0.2,2.5,null,null,-2.7,31,2006,4,2006,3,09,30
2006-09-30,2005,Y,Pension Benefit Guaranty Corporation,5.1,4.3,null,null,0.8,32,2006,4,2006,3,09,30
2006-09-30,2005,Y,U.S. Postal Service,56.0,68.9,null,null,-12.9,33,2006,4,2006,3,09,30
2006-09-30,2005,Y,All other entities,30.3,7.6,null,null,22.7,34,2006,4,2006,3,09,30
2006-09-30,2005,Y,Total,3174.6,224.8,null,null,2949.8,35,2006,4,2006,3,09,30
2005-09-30,2005,N,Department of Defense,703.9,26.9,null,null,677.0,1,2005,4,2005,3,09,30
2005-09-30,2005,N,Department of Health & Human Services,623.4,39.6,null,null,583.8,2,2005,4,2005,3,09,30
2005-09-30,2005,N,Social Security Administration,572.1,-2.0,null,null,574.1,3,2005,4,2005,3,09,30
2005-09-30,2005,N,Department of Veterans Affairs,276.6,3.4,null,null,273.2,4,2005,4,2005,3,09,30
2005-09-30,2005,N,Interest on Treasury Securities held by the public,181.2,null,null,null,181.2,5,2005,4,2005,3,09,30
2005-09-30,2005,N,Department of Agriculture,112.6,19.9,null,null,92.7,6,2005,4,2005,3,09,30
2005-09-30,2005,N,Department of the Treasury,82.3,3.1,null,null,79.2,7,2005,4,2005,3,09,30
2005-09-30,2005,N,Department of Education,75.6,4.7,null,null,70.9,8,2005,4,2005,3,09,30
2005-09-30,2005,N,Department of Homeland Security,74.6,6.7,null,null,67.9,9,2005,4,2005,3,09,30
2005-09-30,2005,N,Department of Transportation,62.4,0.6,null,null,61.8,10,2005,4,2005,3,09,30
2005-09-30,2005,N,Department of Labor,50.0,null,null,null,50.0,11,2005,4,2005,3,09,30
2005-09-30,2005,N,Department of Energy,46.8,3.7,null,null,43.1,12,2005,4,2005,3,09,30
2005-09-30,2005,N,Department of Housing and Urban Development,43.6,1.3,null,null,42.3,13,2005,4,2005,3,09,30
2005-09-30,2005,N,Department of Justice,27.3,0.8,null,null,26.5,14,2005,4,2005,3,09,30
2005-09-30,2005,N,Office of Personnel Management,33.1,14.4,null,null,18.7,15,2005,4,2005,3,09,30
2005-09-30,2005,N,National Aeronautics and Space Administration,16.5,0.1,null,null,16.4,16,2005,4,2005,3,09,30
2005-09-30,2005,N,Department of the Interior,19.5,3.2,null,null,16.3,17,2005,4,2005,3,09,30
2005-09-30,2005,N,Department of State,15.6,2.0,null,null,13.6,18,2005,4,2005,3,09,30
2005-09-30,2005,N,Agency for International Development,13.0,0.2,null,null,12.8,19,2005,4,2005,3,09,30
2005-09-30,2005,N,Railroad Retirement Board,9.5,null,null,null,9.5,20,2005,4,2005,3,09,30
2005-09-30,2005,N,Environmental Protection Agency,9.3,0.4,null,null,8.9,21,2005,4,2005,3,09,30
2005-09-30,2005,N,Department of Commerce,9.2,1.5,null,null,7.7,22,2005,4,2005,3,09,30
2005-09-30,2005,N,Federal Communications Commission,7.2,0.6,null,null,6.6,23,2005,4,2005,3,09,30
2005-09-30,2005,N,National Science Foundation,5.5,null,null,null,5.5,24,2005,4,2005,3,09,30
2005-09-30,2005,N,Federal Deposit Insurance Corporation,1.4,0.2,null,null,1.2,25,2005,4,2005,3,09,30
2005-09-30,2005,N,Small Business Administration,1.4,0.4,null,null,1.0,26,2005,4,2005,3,09,30
2005-09-30,2005,N,Pension Benefit Guaranty Corporation,5.1,4.3,null,null,0.8,27,2005,4,2005,3,09,30
2005-09-30,2005,N,U.S. Nuclear Regulatory Commission,0.9,0.5,null,null,0.4,28,2005,4,2005,3,09,30
2005-09-30,2005,N,Tennessee Valley Authority,8.6,8.7,null,null,-0.1,29,2005,4,2005,3,09,30
2005-09-30,2005,N,National Credit Union Administration,0.1,0.2,null,null,-0.1,30,2005,4,2005,3,09,30
2005-09-30,2005,N,General Services Administration,0.2,0.4,null,null,-0.2,31,2005,4,2005,3,09,30
2005-09-30,2005,N,Export-Import Bank of the United States,-0.2,2.5,null,null,-2.7,32,2005,4,2005,3,09,30
2005-09-30,2005,N,U.S. Postal Service,56.0,68.9,null,null,-12.9,33,2005,4,2005,3,09,30
2005-09-30,2005,N,All other entities,30.3,7.6,null,null,22.7,34,2005,4,2005,3,09,30
2005-09-30,2005,N,Total,3174.6,224.8,null,null,2949.8,35,2005,4,2005,3,09,30
2005-09-30,2004,Y,Department of Defense,672.1,22.3,null,null,649.8,1,2005,4,2005,3,09,30
2005-09-30,2004,Y,Department of Health & Human Services,583.9,33.4,null,null,550.5,2,2005,4,2005,3,09,30
2005-09-30,2004,Y,Social Security Administration,534.9,2.6,null,null,532.3,3,2005,4,2005,3,09,30
2005-09-30,2004,Y,Department of Veterans Affairs,51.1,3.2,null,null,47.9,4,2005,4,2005,3,09,30
2005-09-30,2004,Y,Interest on Treasury Securities held by the public,158.3,null,null,null,158.3,5,2005,4,2005,3,09,30
2005-09-30,2004,Y,Department of Agriculture,84.1,7.6,null,null,76.5,6,2005,4,2005,3,09,30
2005-09-30,2004,Y,Department of the Treasury,79.2,4.0,null,null,75.2,7,2005,4,2005,3,09,30
2005-09-30,2004,Y,Department of Education,63.9,4.8,null,null,59.1,8,2005,4,2005,3,09,30
2005-09-30,2004,Y,Department of Homeland Security,45.7,5.7,null,null,40.0,9,2005,4,2005,3,09,30
2005-09-30,2004,Y,Department of Transportation,56.7,0.6,null,null,56.1,10,2005,4,2005,3,09,30
2005-09-30,2004,Y,Department of Labor,58.6,null,null,null,58.6,11,2005,4,2005,3,09,30
2005-09-30,2004,Y,Department of Energy,27.3,4.9,null,null,22.4,12,2005,4,2005,3,09,30
2005-09-30,2004,Y,Department of Housing and Urban Development,41.8,1.3,null,null,40.5,13,2005,4,2005,3,09,30
2005-09-30,2004,Y,Department of Justice,35.4,0.8,null,null,34.6,14,2005,4,2005,3,09,30
2005-09-30,2004,Y,Office of Personnel Management,22.3,13.9,null,null,8.4,15,2005,4,2005,3,09,30
2005-09-30,2004,Y,National Aeronautics and Space Administration,17.3,0.1,null,null,17.2,16,2005,4,2005,3,09,30
2005-09-30,2004,Y,Department of the Interior,18.8,2.2,null,null,16.6,17,2005,4,2005,3,09,30
2005-09-30,2004,Y,Department of State,13.9,1.3,null,null,12.6,18,2005,4,2005,3,09,30
2005-09-30,2004,Y,Agency for International Development,10.7,0.1,null,null,10.6,19,2005,4,2005,3,09,30
2005-09-30,2004,Y,Railroad Retirement Board,9.3,null,null,null,9.3,20,2005,4,2005,3,09,30
2005-09-30,2004,Y,Environmental Protection Agency,9.5,0.3,null,null,9.2,21,2005,4,2005,3,09,30
2005-09-30,2004,Y,Department of Commerce,9.1,1.4,null,null,7.7,22,2005,4,2005,3,09,30
2005-09-30,2004,Y,Federal Communications Commission,7.6,0.8,null,null,6.8,23,2005,4,2005,3,09,30
2005-09-30,2004,Y,National Science Foundation,5.2,null,null,null,5.2,24,2005,4,2005,3,09,30
2005-09-30,2004,Y,Federal Deposit Insurance Corporation,0.8,0.2,null,null,0.6,25,2005,4,2005,3,09,30
2005-09-30,2004,Y,Small Business Administration,2.1,0.5,null,null,1.6,26,2005,4,2005,3,09,30
2005-09-30,2004,Y,Pension Benefit Guaranty Corporation,16.9,3.9,null,null,13.0,27,2005,4,2005,3,09,30
2005-09-30,2004,Y,U.S. Nuclear Regulatory Commission,0.8,0.5,null,null,0.3,28,2005,4,2005,3,09,30
2005-09-30,2004,Y,Tennessee Valley Authority,8.6,8.3,null,null,0.3,29,2005,4,2005,3,09,30
2005-09-30,2004,Y,National Credit Union Administration,0.2,0.1,null,null,0.1,30,2005,4,2005,3,09,30
2005-09-30,2004,Y,General Services Administration,null,0.5,null,null,-0.5,31,2005,4,2005,3,09,30
2005-09-30,2004,Y,Export-Import Bank of the United States,1.3,2.7,null,null,-1.4,32,2005,4,2005,3,09,30
2005-09-30,2004,Y,U.S. Postal Service,54.0,68.0,null,null,-14.0,33,2005,4,2005,3,09,30
2005-09-30,2004,Y,All other entities,30.6,11.1,null,null,19.5,34,2005,4,2005,3,09,30
2005-09-30,2004,Y,Total,2732.0,207.1,null,null,2524.9,35,2005,4,2005,3,09,30
2004-09-30,2004,N,Department of Defense,672.1,22.3,null,null,649.8,1,2004,4,2004,3,09,30
2004-09-30,2004,N,Department of Health & Human Services,583.9,33.4,null,null,550.5,2,2004,4,2004,3,09,30
2004-09-30,2004,N,Social Security Administration,534.9,2.6,null,null,532.3,3,2004,4,2004,3,09,30
2004-09-30,2004,N,Interest on Treasury Securities held by the public,158.3,null,null,null,158.3,4,2004,4,2004,3,09,30
2004-09-30,2004,N,Department of Agriculture,84.1,7.6,null,null,76.5,5,2004,4,2004,3,09,30
2004-09-30,2004,N,Department of the Treasury,79.2,4.0,null,null,75.2,6,2004,4,2004,3,09,30
2004-09-30,2004,N,Department of Education,63.9,4.8,null,null,59.1,7,2004,4,2004,3,09,30
2004-09-30,2004,N,Department of Labor,58.6,null,null,null,58.6,8,2004,4,2004,3,09,30
2004-09-30,2004,N,Department of Transportation,56.7,0.6,null,null,56.1,9,2004,4,2004,3,09,30
2004-09-30,2004,N,Department of Veterans Affairs,51.1,3.2,null,null,47.9,10,2004,4,2004,3,09,30
2004-09-30,2004,N,Department of Housing and Urban Development,41.8,1.3,null,null,40.5,11,2004,4,2004,3,09,30
2004-09-30,2004,N,Department of Homeland Security,45.7,5.7,null,null,40.0,12,2004,4,2004,3,09,30
2004-09-30,2004,N,Department of Justice,35.4,0.8,null,null,34.6,13,2004,4,2004,3,09,30
2004-09-30,2004,N,Department of Energy,27.3,4.9,null,null,22.4,14,2004,4,2004,3,09,30
2004-09-30,2004,N,National Aeronautics and Space Administration,17.3,0.1,null,null,17.2,15,2004,4,2004,3,09,30
2004-09-30,2004,N,Department of the Interior,18.8,2.2,null,null,16.6,16,2004,4,2004,3,09,30
2004-09-30,2004,N,Pension Benefit Guaranty Corporation,16.9,3.9,null,null,13.0,17,2004,4,2004,3,09,30
2004-09-30,2004,N,Department of State,13.9,1.3,null,null,12.6,18,2004,4,2004,3,09,30
2004-09-30,2004,N,Agency for International Development,10.7,0.1,null,null,10.6,19,2004,4,2004,3,09,30
2004-09-30,2004,N,Railroad Retirement Board,9.3,null,null,null,9.3,20,2004,4,2004,3,09,30
2004-09-30,2004,N,Environmental Protection Agency,9.5,0.3,null,null,9.2,21,2004,4,2004,3,09,30
2004-09-30,2004,N,Office of Personnel Management,22.3,13.9,null,null,8.4,22,2004,4,2004,3,09,30
2004-09-30,2004,N,Department of Commerce,9.1,1.4,null,null,7.7,23,2004,4,2004,3,09,30
2004-09-30,2004,N,Federal Communications Commission,7.6,0.8,null,null,6.8,24,2004,4,2004,3,09,30
2004-09-30,2004,N,National Science Foundation,5.2,null,null,null,5.2,25,2004,4,2004,3,09,30
2004-09-30,2004,N,Small Business Administration,2.1,0.5,null,null,1.6,26,2004,4,2004,3,09,30
2004-09-30,2004,N,Federal Deposit Insurance Corporation,0.8,0.2,null,null,0.6,27,2004,4,2004,3,09,30
2004-09-30,2004,N,Nuclear Regulatory Commission,0.8,0.5,null,null,0.3,28,2004,4,2004,3,09,30
2004-09-30,2004,N,Tennessee Valley Authority,8.6,8.3,null,null,0.3,29,2004,4,2004,3,09,30
2004-09-30,2004,N,National Credit Union Administration,0.2,0.1,null,null,0.1,30,2004,4,2004,3,09,30
2004-09-30,2004,N,General Services Administration,null,0.5,null,null,-0.5,31,2004,4,2004,3,09,30
2004-09-30,2004,N,Export-Import Bank of the United States,1.3,2.7,null,null,-1.4,32,2004,4,2004,3,09,30
2004-09-30,2004,N,U.S. Postal Service,54.0,68.0,null,null,-14.0,33,2004,4,2004,3,09,30
2004-09-30,2004,N,All other entities,30.6,11.1,null,null,19.5,34,2004,4,2004,3,09,30
2004-09-30,2004,N,Total,2732.0,207.1,null,null,2524.9,35,2004,4,2004,3,09,30
2004-09-30,2003,Y,Department of Defense,562.2,12.5,null,null,549.7,1,2004,4,2004,3,09,30
2004-09-30,2003,Y,Department of Health & Human Services,542.3,29.7,null,null,512.6,2,2004,4,2004,3,09,30
2004-09-30,2003,Y,Social Security Administration,512.6,0.3,null,null,512.3,3,2004,4,2004,3,09,30
2004-09-30,2003,Y,Interest on Treasury Securities held by the public,156.8,null,null,null,156.8,4,2004,4,2004,3,09,30
2004-09-30,2003,Y,Department of Agriculture,95.0,10.7,null,null,84.3,5,2004,4,2004,3,09,30
2004-09-30,2003,Y,Department of the Treasury,79.0,2.6,null,null,76.4,6,2004,4,2004,3,09,30
2004-09-30,2003,Y,Department of Education,59.0,5.0,null,null,54.0,7,2004,4,2004,3,09,30
2004-09-30,2003,Y,Department of Labor,68.1,null,null,null,68.1,8,2004,4,2004,3,09,30
2004-09-30,2003,Y,Department of Transportation,63.3,1.2,null,null,62.1,9,2004,4,2004,3,09,30
2004-09-30,2003,Y,Department of Veterans Affairs,175.7,2.1,null,null,173.6,10,2004,4,2004,3,09,30
2004-09-30,2003,Y,Department of Housing and Urban Development,44.1,2.0,null,null,42.1,11,2004,4,2004,3,09,30
2004-09-30,2003,Y,Department of Homeland Security,27.5,2.6,null,null,24.9,12,2004,4,2004,3,09,30
2004-09-30,2003,Y,Department of Justice,30.7,1.3,null,null,29.4,13,2004,4,2004,3,09,30
2004-09-30,2003,Y,Department of Energy,2.0,5.3,null,null,-3.3,14,2004,4,2004,3,09,30
2004-09-30,2003,Y,National Aeronautics and Space Administration,12.9,0.1,null,null,12.8,15,2004,4,2004,3,09,30
2004-09-30,2003,Y,Department of the Interior,16.0,4.7,null,null,11.3,16,2004,4,2004,3,09,30
2004-09-30,2003,Y,Pension Benefit Guaranty Corporation,12.3,1.2,null,null,11.1,17,2004,4,2004,3,09,30
2004-09-30,2003,Y,Department of State,12.7,1.4,null,null,11.3,18,2004,4,2004,3,09,30
2004-09-30,2003,Y,Agency for International Development,10.3,0.1,null,null,10.2,19,2004,4,2004,3,09,30
2004-09-30,2003,Y,Railroad Retirement Board,9.6,null,null,null,9.6,20,2004,4,2004,3,09,30
2004-09-30,2003,Y,Environmental Protection Agency,9.5,0.4,null,null,9.1,21,2004,4,2004,3,09,30
2004-09-30,2003,Y,Office of Personnel Management,0.3,null,null,null,0.3,22,2004,4,2004,3,09,30
2004-09-30,2003,Y,Department of Commerce,8.8,1.3,null,null,7.5,23,2004,4,2004,3,09,30
2004-09-30,2003,Y,Federal Communications Commission,7.1,1.2,null,null,5.9,24,2004,4,2004,3,09,30
2004-09-30,2003,Y,National Science Foundation,4.8,null,null,null,4.8,25,2004,4,2004,3,09,30
2004-09-30,2003,Y,Small Business Administration,5.0,0.7,null,null,4.3,26,2004,4,2004,3,09,30
2004-09-30,2003,Y,Federal Deposit Insurance Corporation,-0.2,0.2,null,null,-0.4,27,2004,4,2004,3,09,30
2004-09-30,2003,Y,Nuclear Regulatory Commission,0.7,0.5,null,null,0.2,28,2004,4,2004,3,09,30
2004-09-30,2003,Y,Tennessee Valley Authority,8.0,7.0,null,null,1.0,29,2004,4,2004,3,09,30
2004-09-30,2003,Y,National Credit Union Administration,0.2,0.5,null,null,-0.3,30,2004,4,2004,3,09,30
2004-09-30,2003,Y,General Services Administration,0.8,0.3,null,null,0.5,31,2004,4,2004,3,09,30
2004-09-30,2003,Y,Export-Import Bank of the United States,-0.3,0.3,null,null,-0.6,32,2004,4,2004,3,09,30
2004-09-30,2003,Y,U.S. Postal Service,81.5,67.6,null,null,13.9,33,2004,4,2004,3,09,30
2004-09-30,2003,Y,All other entities,34.6,2.0,null,null,32.6,34,2004,4,2004,3,09,30
2004-09-30,2003,Y,Total,2652.9,164.8,null,null,2488.1,35,2004,4,2004,3,09,30
2003-09-30,2003,N,Department of Agriculture,95.6,10.7,null,null,84.9,1,2003,4,2003,3,09,30
2003-09-30,2003,N,Department of Commerce,8.8,1.3,null,null,7.5,2,2003,4,2003,3,09,30
2003-09-30,2003,N,Department of Defense,562.4,12.5,null,null,549.9,3,2003,4,2003,3,09,30
2003-09-30,2003,N,Department of Education,59.0,5.0,null,null,54.0,4,2003,4,2003,3,09,30
2003-09-30,2003,N,Department of Energy,2.0,5.3,null,null,-3.3,5,2003,4,2003,3,09,30
2003-09-30,2003,N,Department of Health & Human Services,542.6,29.7,null,null,512.9,6,2003,4,2003,3,09,30
2003-09-30,2003,N,Department of Homeland Security,27.5,2.6,null,null,24.9,7,2003,4,2003,3,09,30
2003-09-30,2003,N,Department of Housing & Urban Development,44.1,2.0,null,null,42.1,8,2003,4,2003,3,09,30
2003-09-30,2003,N,Department of the Interior,16.0,4.7,null,null,11.3,9,2003,4,2003,3,09,30
2003-09-30,2003,N,Department of Justice,30.7,1.3,null,null,29.4,10,2003,4,2003,3,09,30
2003-09-30,2003,N,Department of Labor,68.1,null,null,null,68.1,11,2003,4,2003,3,09,30
2003-09-30,2003,N,Department of State,12.7,1.4,null,null,11.3,12,2003,4,2003,3,09,30
2003-09-30,2003,N,Department of Transportation,64.2,1.2,null,null,63.0,13,2003,4,2003,3,09,30
2003-09-30,2003,N,Department of the Treasury,75.0,2.6,null,null,72.4,14,2003,4,2003,3,09,30
2003-09-30,2003,N,Interest on Treasury securities held by the public,156.8,null,null,null,156.8,15,2003,4,2003,3,09,30
2003-09-30,2003,N,Department of Veterans Affairs,175.7,2.1,null,null,173.6,16,2003,4,2003,3,09,30
2003-09-30,2003,N,U.S. Agency for International Development,10.3,0.1,null,null,10.2,17,2003,4,2003,3,09,30
2003-09-30,2003,N,Environmental Protection Agency,9.5,0.4,null,null,9.1,18,2003,4,2003,3,09,30
2003-09-30,2003,N,Federal Emergency Management Agency,2.5,0.8,null,null,1.7,19,2003,4,2003,3,09,30
2003-09-30,2003,N,General Services Administration,0.8,0.3,null,null,0.5,20,2003,4,2003,3,09,30
2003-09-30,2003,N,National Aeronautics & Space Administration,12.9,0.1,null,null,12.8,21,2003,4,2003,3,09,30
2003-09-30,2003,N,National Science Foundation,4.8,null,null,null,4.8,22,2003,4,2003,3,09,30
2003-09-30,2003,N,U.S. Nuclear Regulatory Commission,0.7,0.5,null,null,0.2,23,2003,4,2003,3,09,30
2003-09-30,2003,N,Office of Personnel Management,0.3,null,null,null,0.3,24,2003,4,2003,3,09,30
2003-09-30,2003,N,Small Business Administration,3.8,0.7,null,null,3.1,25,2003,4,2003,3,09,30
2003-09-30,2003,N,Social Security Administration,512.6,0.3,null,null,512.3,26,2003,4,2003,3,09,30
2003-09-30,2003,N,Export-Import Bank of the United States,0.1,0.3,null,null,-0.2,27,2003,4,2003,3,09,30
2003-09-30,2003,N,Federal Communications Commission,7.1,1.2,null,null,5.9,28,2003,4,2003,3,09,30
2003-09-30,2003,N,Federal Deposit Insurance Corporation,-0.2,0.2,null,null,-0.4,29,2003,4,2003,3,09,30
2003-09-30,2003,N,National Credit Union Administration,0.2,0.5,null,null,-0.3,30,2003,4,2003,3,09,30
2003-09-30,2003,N,Pension Benefit Guaranty Corporation,12.3,1.2,null,null,11.1,31,2003,4,2003,3,09,30
2003-09-30,2003,N,Railroad Retirement Board,9.6,null,null,null,9.6,32,2003,4,2003,3,09,30
2003-09-30,2003,N,Tennessee Valley Authority,8.2,7.0,null,null,1.2,33,2003,4,2003,3,09,30
2003-09-30,2003,N,United States Postal Service,81.5,67.6,null,null,13.9,34,2003,4,2003,3,09,30
2003-09-30,2003,N,All other entities,32.1,1.2,null,null,30.9,35,2003,4,2003,3,09,30
2003-09-30,2003,N,Total,2650.3,164.8,null,null,2485.5,36,2003,4,2003,3,09,30
2003-09-30,2002,Y,Department of Agriculture,80.5,9.6,null,null,70.9,1,2003,4,2003,3,09,30
2003-09-30,2002,Y,Department of Commerce,7.4,1.2,null,null,6.2,2,2003,4,2003,3,09,30
